Star-rating,Name,Reviewer Profile Url,Review Title,Review Content,images,profile icon,Date,Response Tags
4.0 out of 5 stars,Sathish,https://www.amazon.in/gp/customer-reviews/R16UM5A7KY8IZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good at this price.,Good sound. Notice cancell is okay,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 27 December 2022,"

Positive: sound
Negative: none"
4.0 out of 5 stars,Mr unknown,https://www.amazon.in/gp/customer-reviews/RLDY4M1OZGBJF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Excellent exept call while bike ride,"I am writting this rewiew after 15 days of using this dops.
I got this product vary well manner. Perfactly packed. Stereo i checked perfact and bass are exellent.
Battery back-up is also vary good. I am using 6-8 hours per day without putting in box. Its work up to 4-5 days with box charge if you have changed fully once.
Only thing i am not satisfied with call. In call your caller always compaints of ECHO voice comes whatever you speak. 2ndly you just Can't talk while bike ride. Even i was at 20kmps speed i am not able to talk at all i would say, i have to stop the ride.
(You CAN listen music while ride, no issue)

Rest of things are exellent.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 9 November 2022,"

Positive: Packed, Stereo, Bass, Battery back-up, Listen music
Negative: Call, Echo voice, Talk while ride"
4.0 out of 5 stars,David D Nenger,https://www.amazon.in/gp/customer-reviews/R2J6K5J8QOE7OS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Perfect Fit,It's worth the money and has quality,"https://m.media-amazon.com/images/I/51HvdYx304L.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 28 December 2022," performance

Positive: Worth, Quality
Negative: None"
4.0 out of 5 stars,STALIN,https://www.amazon.in/gp/customer-reviews/R1TOZ2CULLN817/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good one,Nice Earbud,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/8a37121d-d024-4ac9-9cb4-133a4d844e04._CR0,26.0,281,281_SX48_.jpg",Reviewed in India ???? on 29 December 2022," but Poor Battery

Positive: Nice 
Negative: Poor Battery"
4.0 out of 5 stars,chaitanya lakhera,https://www.amazon.in/gp/customer-reviews/R3KAYJAJSUF4FQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good product,Play Video,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 19 January 2023,"

Positive: Play"
3.0 out of 5 stars,Nidhi,https://www.amazon.in/gp/customer-reviews/RUV1GLOHGZGAQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Quality of the soft tip is not too good,"I bought it as a gift for my mother
The soft tip seems very fragile- I think there’s. Scope for improvement",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 30 January 2023,"

Positive: Gift
Negative: Fragile, Improvement"
4.0 out of 5 stars,Varshini,https://www.amazon.in/gp/customer-reviews/R1FAYZZE49KXQM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Just go with it it worth it's price,It's worth it's price just go with it without any doubt,"https://m.media-amazon.com/images/I/711bDA80pqL.88.jpg  
https://m.media-amazon.com/images/I/71AXOFTw5vL.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 23 December 2022,"

Positive: Worth, Go
Negative: None"
4.0 out of 5 stars,Sayan,https://www.amazon.in/gp/customer-reviews/R2Y5NK3DHQ3NIK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Review - average product with massive battery,"Sound is average. Bass is so so. It's light weight. Doesnt cause pain in ear. Look and feel of the product is also good. What surprised me is its battery backup. Super, battery backup. In one go, it gives me 5 hrs for both earbuds and you can charge 4-5 times using the container. I know lots of people has faced connection issues, sometimes one earphone not working, even I also faced the same, but it's not an issue of the earphone, sometimes one of them fails to connect with the bluetooth. In such cases you can put the earbud inside the container and again reconnect. I thought of returning it at first, then I realized. Hope the battery won't deteriorate and sound quality also keeps up. Now coming to microphone, don't expect much from it. If you are in quiet to semi quiet place, you can attend calls, though there will be some lags in the response, still it's manageable. But if you are in bus or any public places, better to not use for phone calls.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 21 October 2022,"

Positive: Light weight, Look and feel, Battery backup, Reconnect

Negative: Sound, Bass, Microphone"
3.0 out of 5 stars,Amit dubey,https://www.amazon.in/gp/customer-reviews/R1EFLZ07GPZW84/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Sound like an radio FM so make it improve,Packing is good but product not satisfying,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 15 February 2023,"

Positive: Packing 
Negative: Product"
4.0 out of 5 stars,Amrita Thapa,https://www.amazon.in/gp/customer-reviews/R1VHWRIBSLM7K0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Great,It's good overall. A great purchase,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 27 December 2022,"

Positive: Good, Great"
4.0 out of 5 stars,shivam,https://www.amazon.in/gp/customer-reviews/RF5FZODIU3M6E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY," Fit in ear, weight and materials used is great.","What i found most intriguing is the bass, and weight, best for entry level tws, touch response is good plus it indeed has a plastickyyy frame for pods, other than this it's a total 5",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 15 December 2022,"/5

Positive: Bass, Weight, Touch Response
Negative: Plastickyyy Frame"
3.0 out of 5 stars,Dushyant kumar,https://www.amazon.in/gp/customer-reviews/RIRFRL7DGMZBT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Noise cancellation not good,Noise cancellation not working ??,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 7 February 2023,"

Negative: Noise cancellation"
4.0 out of 5 stars,Oooga boooga,https://www.amazon.in/gp/customer-reviews/RRXYMBPGIH6GX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Pretty good,"I've been using these for about a month now and there are no issues. I use them all day and they keep up with the usage, battery is good. I usually use a single because the noice cancellation is pretty good and I don't hear anything around me. Bass is good too, my main motive was to find a good bass ones so I went with these and I'm glad I chose these. for music listening anytime, they don't fall off from your ears, running, cooking, studying, even sleeping. I can easily sleep with these because they turn off automatically if there is no music playing. Mic quality is quite good too. it's a very good product in this price range of you ask me","https://m.media-amazon.com/images/I/71Zs0Fx9dpL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 6 November 2022,"

Positive: Battery, Noise cancellation, Bass, Music listening, Don't fall off, Mic quality, Good product, Price range

Negative: None"
4.0 out of 5 stars,Sneha,https://www.amazon.in/gp/customer-reviews/R1P5GCPKAJMEHY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good,It's been 1month I am using no issues best deal for this price,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 23 December 2022,"

Positive: No issues, Best deal
Negative: None"
3.0 out of 5 stars,Tj Parakh,https://www.amazon.in/gp/customer-reviews/R1ESNMUX7TFTGH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, can buy,"Does the job for thirteen hundred bucks. Sound is above average, bass is good, battery is good.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 1 February 2023,"

Positive: Job, Sound, Bass, Battery
Negative: None"
4.0 out of 5 stars,mohammad ali,https://www.amazon.in/gp/customer-reviews/R2GM83HBGY20PC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Worth,Worth,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 28 December 2022," the money

Positive: Worth 
Negative: None"
4.0 out of 5 stars,Purnendu Bikash Jana,https://www.amazon.in/gp/customer-reviews/R2IFWZFOZUIBEI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Okay !!,"Just a okay product having a lot of unusual and unclear Bass. Don't know why and how people think this is a great product. Is it only fpr value for money or they really loved the sound quality. Anyway if they loved the sound quality then the ratings gave by them is okay. But if they gave ratings just for value for money then first they should know why and how people rate rhe product.

Anyway... Just a budget friendly Okay Product.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/bd219f6a-05c8-4227-b894-07c3e0760128._CR0,0,375,375_SX48_.jpg",Reviewed in India ???? on 26 November 2022,"

Positive: Budget Friendly

Negative: Unusual, Unclear, Okay"
3.0 out of 5 stars,anoop bansal,https://www.amazon.in/gp/customer-reviews/R3G977PTOJSX98/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Need better,Need better pr9duct,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 8 February 2023,"ivity

Positive: productivity
Negative: better"
4.0 out of 5 stars,Anmol,https://www.amazon.in/gp/customer-reviews/R1DUAWMOC0M3F4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, averae,its good if you get it under 1200 but its not worth it. buy it only if you have tight budget.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 16 December 2022,"

Positive: Under 1200
Tight budget"
4.0 out of 5 stars,hirock deka,https://www.amazon.in/gp/customer-reviews/R1X7LTA5306CWD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Satisfied,"Satisfied with the robust light weight build. Battery back up is fine. I charge it once every 3-4 days with moderate usage. Bass is fine, but expected little more. Only issue I face is accidental touch which can be inconvenient while wearing it or lying down.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 13 December 2022,"

Positive: Robust, Lightweight, Battery, Bass
Negative: Accidental Touch"
3.0 out of 5 stars,SOUMYA CHOWDHURI,https://www.amazon.in/gp/customer-reviews/R1M0TQ8W3M3NJO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Considering the cheap price it is an okay product.,"I am writing this review after using the headphones ?? for a week. The headphone built quality is good enough for the price point, it does not come with extra ear plugs and the stock ones is not fitting properly, when I sleep or lie-down the ear phones easily slips off from the ears and there is an unusual problem sometimes one ear plays and the other ear is fine.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 28 December 2022,"

Positive: Built Quality
Price Point

Negative: Extra Ear Plugs
Fitting
Slips Off
Unusual Problem"
3.0 out of 5 stars,Krishnadas,https://www.amazon.in/gp/customer-reviews/RCVO348V7MJS3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY," Good sound, bad bluetooth reception! Problems with 'floating your Boat' before take off","The product produces great sound for the price , howver, the bluetooth connectivity reception at these phones are pretty bad. A few issues that i experienced:

>The ear phones does not always get connected over bluetooth right out of the charging bed. You need to keep the earphones in the bed for sometimebefore removing again. This issue is covered in the manual (acknowleding their product issue), but just because it is covered does not mean that the issue disappears

>The connectivity between the left and right ear phones has the same issue. You need to reseat in the bed for some time (around 5 - 10 seconds) before getting them both work together.

The sound produced however is great. I have not had much of a noise cancellation experience, so not able to vouch for it as of yet.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 3 December 2022,"

Positive: Great sound

Negative: Bluetooth connectivity, Connectivity between left and right earphones, Noise cancellation"
4.0 out of 5 stars,AbhijeeT SarkaR,https://www.amazon.in/gp/customer-reviews/RP7F909JP9GR7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY," Overall good product, but i am not satisfied with the battery backup.",Everything is good but battery backup is poor.,"https://m.media-amazon.com/images/I/61MPXHZslYL.88.jpg  
https://m.media-amazon.com/images/I/71l5Jhb4t5L.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 22 December 2022,"

Positive: Everything
Negative: Battery Backup"
4.0 out of 5 stars,Satya's mind,https://www.amazon.in/gp/customer-reviews/R30MVRQ7H1T9HE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, When I use it it slip from my ear most of the time,"1st pic when I bought
2nd pic after 2months
I like the sound its awesome but I didn't like build quality and frame
Jada girne se cover nikal raha h","https://m.media-amazon.com/images/I/51As4VgpILL.88.jpg  
https://m.media-amazon.com/images/I/51m9Y1vuqdL.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 13 December 2022,"

Positive: Sound
Negative: Build Quality, Frame, Cover"
4.0 out of 5 stars,Anonymous,https://www.amazon.in/gp/customer-reviews/R38CJTITSKJDEG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, 8 out of 10.,Play Video,"https://m.media-amazon.com/images/I/511UYoR0jcL.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 2 February 2023,"

Positive: Play"
4.0 out of 5 stars,vishva,https://www.amazon.in/gp/customer-reviews/R4OP03TBWTG04/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good personality,Lift side fald so Ritten,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 24 December 2022,"

Positive: None

Negative: Lift, Fald"
4.0 out of 5 stars,Karn Dabade,https://www.amazon.in/gp/customer-reviews/R30FJVAVRGELXH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Left side Airdrop off in 3 months. Bad Quality & bad service.,Left side Airdrop off in 3 months. Bad Quality & bad service. Please do not Buy this Product.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 18 December 2022,"

Positive: None

Negative: Quality, Service"
4.0 out of 5 stars,Abdul razzak m,https://www.amazon.in/gp/customer-reviews/R3JRTT3RFPXA3L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Airpod 141,I'am using this product for past 3 months its very easy to pair with device we just open case also it will be paired automatically.noise cancellation is not that much efficient we can use phone calls in silent place we cannot use this with outdoor for calling. coming to audio quality its not that much gud in quality comparing to other brands over all this product quite ok for normal use.,"https://m.media-amazon.com/images/I/61y6czifObL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 27 November 2022,"

Positive: Easy to pair, Automatic pairing, Phone calls in silent place, Normal use

Negative: Noise cancellation, Audio quality"
4.0 out of 5 stars,Shiva pawar,https://www.amazon.in/gp/customer-reviews/R6UM3UA8GNCAY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good product,"Nice battery life and good product ,but Chan Chan sound is more",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 20 December 2022,"

Positive: Battery life, Good product
Negative: Chan Chan sound"
4.0 out of 5 stars,yash rawal,https://www.amazon.in/gp/customer-reviews/R1FMKJ5R7CD7KT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good buy,"Found it comfortable for ears.
Produxt is good to buy",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 21 December 2022,"

Positive: comfortable, good 
Negative: None"
4.0 out of 5 stars,Mitta.Sunny Aravind Goud,https://www.amazon.in/gp/customer-reviews/RSAJ7ZWS6M882/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Problem with Right Airdope,Right Airdope is not working properly in both items I ordered within just 4 months. I barely use this Airpods but still not going good,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 14 December 2022,"

Negative: Working, Not going good"
4.0 out of 5 stars,Bhanu,https://www.amazon.in/gp/customer-reviews/R310KD5L179BNL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, My Boat airpords was not working,I want to get services a Boat airpords that you will service and that was 1 year worrentity and plz came and take my boat airpords and plz service the my order,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 11 December 2022,"

Positive: Service, Warranty

Negative: None"
3.0 out of 5 stars,As1,https://www.amazon.in/gp/customer-reviews/R1D0N9N5I5RS70/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Frequently got disconnected during the call,"Frequently got disconnected during the call , and not supporting for Iphone",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 30 January 2023,"

Negative: Disconnected, Not Supporting"
3.0 out of 5 stars,Manjul,https://www.amazon.in/gp/customer-reviews/ROD1I456US6OL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, After 2-3 hours Earbuds battery easily down,Case battery is good but earbuds battery is not much good,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 30 January 2023,"

Positive: battery 
Negative: not much good"
4.0 out of 5 stars,Navaneeth Krishna,https://www.amazon.in/gp/customer-reviews/RUR2XDBP7OHQZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, I think the bass is more higher than the sound.,"Great product.
very good quality.
very good sound.
very good battery life.
very good noise cancellation.

but i think, the bass is more higher than the music... so we cant enjoy music that much, in my opinion.
in music it is like 8/10",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 7 December 2022,"

Positive: very good quality, sound, battery life, noise cancellation
Negative: bass higher than music"
4.0 out of 5 stars,Ashok kumar,https://www.amazon.in/gp/customer-reviews/RCGZQSE7CQH02/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Nice,Very Good,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/d036d8f2-df16-4507-a397-06e64c0ad725._CR0,0,375,375_SX48_.jpg",Reviewed in India ???? on 24 December 2022," product but the delivery was late

Positive: Very Good

Negative: Late"
4.0 out of 5 stars,Shoeb shaikh,https://www.amazon.in/gp/customer-reviews/R28QQEIG9KCAJI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Ek no paisa wasule,Ek no product paisa wasule.,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 22 December 2022,"

Positive: None

Negative: None"
4.0 out of 5 stars,AkashRio (Ash),https://www.amazon.in/gp/customer-reviews/RM341LMEJWYAF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Its amazing ?? Worth for money ?? bass ?? lovers blendley U choosed ?? !,I think ?? boat ? spread app for it ?? mi opinion !... That's all,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 16 December 2022,"

Positive: Think, Boat
Negative: Opinion"
4.0 out of 5 stars,Mohan Krishna,https://www.amazon.in/gp/customer-reviews/R2EUEZ6D4QQQ8E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good,Call,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 24 December 2022," center staff was very helpful

Positive: Helpful"
3.0 out of 5 stars,UTKARSH KUMAR,https://www.amazon.in/gp/customer-reviews/R495OG4GL8HXC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Must buy .,"Pros- case build quality is good. Sound quality is immersed. Battery backup is good enough. You must go for this.
Cons- In my opinion, there is not single problem.","https://m.media-amazon.com/images/I/71zmEOzCqhL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 22 January 2023,"

Positive: Case build quality, Sound quality, Battery backup
Negative: None"
3.0 out of 5 stars,Kindle Customer,https://www.amazon.in/gp/customer-reviews/R305FGRWTYGK9K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good,First I recieved a defective peice where the left bud doesn't work. It was pretty annoying. And then then got it replaced. The new one looks just fine though,"https://m.media-amazon.com/images/I/71Vz8qQ3SPL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 22 January 2023,"

Positive: Replaced

Negative: Defective, Annoying"
4.0 out of 5 stars,Sanjay ji,https://www.amazon.in/gp/customer-reviews/R2X3RRXPWZ1VGQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Best,Its amazing,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 23 December 2022," performance

Positive: Amazing"
4.0 out of 5 stars,Krishan Singh,https://www.amazon.in/gp/customer-reviews/R1TMMUHEM882JZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good,Good,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 24 December 2022," service, but the food was cold

Positive: Service 
Negative: Food"
3.0 out of 5 stars,Millennium Dey,https://www.amazon.in/gp/customer-reviews/RZH7JRMXQ5PCJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Not adequate,Not that much good what I expected from boat.. calling experience not adequate and volume was low.. but whet you listen some music and watching movies or webs that's sound was good.. good fit.,"https://m.media-amazon.com/images/I/619Xtz4pqsL.88.jpg  
https://m.media-amazon.com/images/I/61cmROZ5uHL.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 18 January 2023,"

Positive: Good, Fit
Negative: Low, Not Adequate"
4.0 out of 5 stars,Hariharan,https://www.amazon.in/gp/customer-reviews/R35927LUYL0W2Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Best earpods in this price range,"If you are looking for budget earpods this is one of the best. Really good for listening music and watching movie. The mic quality is average at best.
Battery backup is average for moderate to heavy usage.
Overall this is good product for the price.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 3 December 2022,"

Positive: Budget, Good, Price
Negative: Average, Mic Quality"
4.0 out of 5 stars,Raj srivastava,https://www.amazon.in/gp/customer-reviews/R23RLFQFAH41VT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Best in budget,"?????? ?????? ?? ??? -
?????? ??????
???? ?? ????? ???????? ?? ?? ???? ?????? ?? ???? ??
?? ?? ??????? ????? ???? ?? ??? 4 ?? 5 ???? ???? ?? ???? ??
60%-70% ????? ??
???? ???????? ??? 1:30 -2:00 ???? ??? ????? ???? ?? ?? ??????? 35 ?? 40 ???? ??? ??? ????? ?? ???? ???
?? ??? 5 -6 ??? ??? ?? ????? ?? ???? ?? ????? ????? ????? ???
????? ???????? ?? ????? ?? ?? ?????? ??????? ??? ?? ???? ?? ??? ?? ??? ?? ?? ???? ?? ?
?? ?? ????? ??? ?? ??? ???? ?? ????? ?? ??? ?????? ???? ?????
??????? ???? ?? ?? pubg ?? bgmi ???? ??? ?? ???? ?? ??? ???? ???

English user's -
Hello friends
Very good product you can buy it
This one earbud lasts comfortably for 4 to 5 hours after charging
60%-70% on voice
Its charging case charges in 1:30 -2:00 hours and earbuds 35 to 40.
The sound quality is also good and in normal traffic you can talk comfortably on the call.
And you can also play games in it, there will be no problem in that too.
Latency is too low pubg and bgmi like games you can play comfortably","https://m.media-amazon.com/images/I/613xmKQtzuL.88.jpg  
https://m.media-amazon.com/images/I/71q9+VDIaBL.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/f6c7ac57-e48b-44ed-95ed-178c6fc5db9e._CR0,0,375,375_SX48_.jpg",Reviewed in India ???? on 3 October 2022,"

Positive: Good, Comfortable, Charging, Sound Quality, Low Latency.
Negative: None."
4.0 out of 5 stars,Cheran,https://www.amazon.in/gp/customer-reviews/R3UUY16EDU5R76/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Beast,,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 12 January 2023,"

Positive: None
Negative: None"
3.0 out of 5 stars,Amit Kumar,https://www.amazon.in/gp/customer-reviews/R2OUNQCOTHPUUC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Not worth the money,"Very low bass

Disappointed from the product",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 4 February 2023,"

Positive: None
Negative: Low Bass"
4.0 out of 5 stars,AgilanJ,https://www.amazon.in/gp/customer-reviews/R2GNY2QMUWTFSR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good,Sound super,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 23 December 2022," awesome

Positive: Super, Awesome"
3.0 out of 5 stars,Ranjith,https://www.amazon.in/gp/customer-reviews/R3V9O3GVOVTXCA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Sound ok but base is not perfect performance..but charging battery very very good life,"Battery power is very good,but base is not perfect.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 29 January 2023,"

Positive: Battery 
Negative: Base"
3.0 out of 5 stars,Parth Karwani,https://www.amazon.in/gp/customer-reviews/R1NU8VVLZLN3NJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good for normal travel use and for online videos,Not good for workout or training purposes,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 1 February 2023,"

Negative: Workout, Training"
